fecha,r_1yr,r_2yr,r_3yr,r_5yr,r_7yr,r_10yr,r_15yr
2015-02-25,4.57304397455174,4.733691717565581,4.90419548474924,5.38952975838353,6.3312543170248,6.99045414300202,7.92181819327063
2015-02-26,4.57490322176926,4.73548420478406,4.896963673819029,5.39038416099357,6.32433435684842,6.95793258479454,7.88022214457987
2015-02-27,4.55379095568919,4.73933179830943,4.90840499783652,5.40709296631713,6.33766914590531,6.98477115383411,7.87866013462456
2015-03-02,4.57204723548528,4.750213631077091,4.92902473067683,5.42693085306688,6.3764071587984805,7.05018626027427,7.8977167986731605
2015-03-03,4.5735265215243395,4.763659614391489,4.95037938511686,5.47330566271719,6.446622642971151,7.19240908796711,8.0211184370919
2015-03-04,4.5870852350986,4.78260617616105,4.97715314976992,5.487642758453401,6.508054950567919,7.191979325517039,8.03084028252704
2015-03-05,4.59232225717844,4.79371238072179,4.99177423585385,5.51298552951737,6.46217525038432,7.153339716466429,7.97476781308865
2015-03-06,4.779050562913159,4.99553215220494,5.20021269935553,5.79363835334824,6.66406149439398,7.35035260905325,8.1936932050313
2015-03-09,4.8239103548586,5.05059866482393,5.2516633451323,5.87327901796348,6.74282733193191,7.357744382099719,8.23328523148601
2015-03-10,4.83673892880576,5.09769891931172,5.34180705031025,5.97922861190564,6.84918745284043,7.485065858801921,8.29481541407544
2015-03-11,4.8421458266651,5.08972610447063,5.33902838210456,5.99683559820565,6.84316268264003,7.42339060297862,8.19303785063952
2015-03-12,4.823957121541779,5.08635601247148,5.31372868652077,5.9395707836386205,6.6756000163147196,7.33064105265154,8.16406900863656
2015-03-13,4.89500431143167,5.23279403343255,5.54224176708457,6.10215998117371,6.711770589088021,7.510218145713379,8.28259990219926
2015-03-16,4.9060863577273,5.22373758987774,5.4880743600764,6.13240040730048,6.95069099082198,7.44044598541228,8.28695571732589
2015-03-17,4.89171867556988,5.18684848847737,5.43869910715459,6.09617178216606,6.84212900235976,7.428311024527299,8.1665305926625
2015-03-18,4.862815984706479,5.13447984152564,5.3581752777523,5.99516050349258,6.823033427505,7.33437635693828,8.187304184623951
2015-03-19,4.83255443198191,5.08677492751999,5.29635429806714,5.91192705370507,6.73139265660057,7.25604322806004,8.095028282756001
2015-03-20,4.85496285162399,5.08545242790914,5.28792165258026,5.84666632477268,6.662308203163709,7.25492745779491,8.11489704374575
2015-03-24,4.80015256144685,5.02235107477828,5.2223272550164,5.81800157207099,6.61197087358979,7.245669619568409,8.15458580007823
2015-03-25,4.80532861767457,5.03766209999674,5.25118882867672,5.856713315303621,6.67231520276986,7.3048922813151504,8.179690172087769
2015-03-26,4.8125399111173595,5.07710308147238,5.31544311153784,5.97059690425364,6.7605220543196305,7.38631043507187,8.22709367760531
2015-03-27,4.8338635359905,5.10008275674597,5.34064082283648,5.95274035932226,6.809366824947739,7.390196505671399,8.24415710618964
2015-03-30,4.891018654283521,5.17468729197029,5.42666708308238,6.05148636100479,6.8001479323402005,7.47029030069485,8.18501408812347
2015-03-31,4.87680176754594,5.16304172370896,5.4122297774106505,6.0369695703115696,6.8667202945456,7.453177993165459,8.19767227860584
2015-04-01,4.87212807390361,5.13287408748504,5.3732222264652805,6.03307213625334,6.76034132749173,7.358841334302441,8.143906652407349
2015-04-06,4.83703763340076,5.07216466489265,5.29217550459295,5.93508565509123,6.54293959203978,7.29347300891664,8.161343716226419
2015-04-07,4.78416534122258,5.01409794299823,5.23328540117972,5.89053062737026,6.705311052609391,7.27849230566016,8.15780974282901
2015-04-08,4.7558380995031495,4.97126011258523,5.1804575588172,5.84964465363265,6.8445563935873,7.16165306625037,8.0457430777212
2015-04-09,4.77037501839983,4.98405789448851,5.19074379143628,5.88879159385865,6.625913019798629,7.24965396175386,8.04251558560186
2015-04-10,4.78194319123834,4.98617934732728,5.18601032999876,5.89709279886404,6.63653044737767,7.24748927824834,8.059948773518851
2015-04-13,4.76202614628803,4.95889745597935,5.14568636277268,5.843422169022721,6.45872871614184,7.21283781063053,8.06615049418025
2015-04-14,4.758709780818,4.95192556045039,5.1425090604121895,5.8413432713625095,6.6134998599814905,7.17529356608427,8.032841095611118
2015-04-15,4.7234975177264795,4.92093167753456,5.12471088449801,5.789820163162,6.5874478898335695,7.187280339094531,7.99115121036791
2015-04-16,4.72752042593918,4.9226614071047505,5.12316270799316,5.795587078964,6.39960206662573,7.1539162808173105,7.99931644839007
2015-04-17,4.72586342751057,4.910037784395859,5.10360727118707,5.80962139382876,6.59080520204028,7.18869109363062,8.01492695869971
2015-04-20,4.722853319912669,4.90968385578633,5.1069136835907,5.817622327691129,6.588707271972059,7.203415309257739,8.06650139001677
2015-04-21,4.71379055715875,4.8960771454203,5.09031409767559,5.77461833341579,6.616578222477081,7.16564197160703,8.040126591331969
2015-04-22,4.7206742174026495,4.90715085685075,5.10736568158267,5.8020629743751195,6.64218306842158,7.24444944324797,8.097134493579281
2015-04-23,4.7099151825097,4.89237713885188,5.08804552713007,5.7981908708072805,6.5929804921135,7.20409399731826,8.00530117875213
2015-04-24,4.718493473879589,4.89403036793091,5.087236526893539,5.75430043232962,6.36200600955952,7.13076351776344,7.941641872065359
2015-04-27,4.72061098469186,4.898885801827349,5.09080719739465,5.77735705350824,6.541976305072899,7.16052868039903,7.9465614636154704
2015-04-28,4.7354965549644,4.91135349885361,5.09426870321545,5.77508068447012,6.59923651845767,7.1699991420102,7.93218467312613
2015-04-29,4.75305055501666,4.92094504276227,5.098433006424409,5.76826631422378,6.38613956883956,7.17994134339979,7.8973983737392395
2015-04-30,4.7515433590417695,4.92479085638474,5.1036148823969905,5.78036101159076,6.555245404112769,7.18308571247692,7.90630356171258
2015-05-04,4.778593407398899,4.9762724287215505,5.17059590126741,5.85323041156629,6.58824901934707,7.26298820198804,8.05426381205212
2015-05-05,4.77572268785875,4.97422881762845,5.1679635925984,5.88266779982404,6.612090928687859,7.3286387403275395,8.048801501301831
2015-05-06,4.804638393823621,5.01987004057621,5.22491154157183,5.936512633246481,6.730003710021169,7.3689519899309,8.10152249456967
2015-05-07,4.78929975945735,4.99546057622102,5.19419774789138,5.90069660537163,6.68632650020276,7.358245341931379,8.09455453923553
2015-05-08,4.7686824096507,4.97081928786481,5.16976416319903,5.88862795879255,6.642226003161491,7.298952190264341,8.08933098711193
2015-05-11,4.7731070121214305,4.99078385358852,5.2013453297113,5.93014470545619,6.65542300076582,7.35297495734614,8.13821932865446
2015-05-12,4.77121989614589,4.9980008542695,5.21797395794636,5.97105426787758,6.611102336444049,7.438014499849039,8.22852931240399
2015-05-13,4.7464542882558804,4.96092457664312,5.17087103430636,5.93590211343812,6.740836772879991,7.39339839165003,8.20358038357874
2015-05-14,4.7383608936412305,4.95835739362487,5.17409160425971,5.92072548048552,6.7326080428171995,7.4090435444783305,8.1859928632126
2015-05-15,4.74385521265628,4.96115709388853,5.17399321128638,5.9126708883670105,6.778059194983809,7.37877515911449,8.21600022258904
2015-05-19,4.76596412144775,4.98941434788,5.20680400559293,5.9612737306671795,6.7369160878160805,7.411223543939361,8.17379857685468
2015-05-20,4.77946102643769,5.01223177380763,5.23718533643009,5.98201107115491,6.767505751227571,7.40982122189627,8.183491973937631
2015-05-21,4.77350063014403,5.00297145211801,5.2247692166513895,5.96248761211786,7.01546934102989,7.346982474543689,8.11990722683468
2015-05-22,4.75600772785848,4.98831619649481,5.2166315109018,5.96748675311107,6.77301316509803,7.39322526961422,8.15117588692028
2015-05-25,4.74346050703988,4.98315154840553,5.2227514760963,5.99135780598798,6.76647718091344,7.40668386230202,8.161234718597191
2015-05-26,4.73280022771562,4.97202584614969,5.21118105140648,5.99659450621699,6.62840731152647,7.42837944237705,8.1803802615529
2015-05-27,4.73157475305178,4.96996270008039,5.20752836878837,5.97473461787364,6.80703921523476,7.409255473355369,8.15948048631887
2015-05-28,4.723336597447321,4.9518910895112995,5.178248116261179,5.9643734295794,6.75957137623248,7.397781051953601,8.12532003368543
2015-05-29,4.70706133033844,4.933521265663019,5.16025613652455,5.94469419950561,6.753522210037249,7.36462814636683,8.09533956455504
2015-06-01,4.7024282634381,4.94174512527462,5.18229077427477,5.99630241746572,6.78547002623381,7.4009765755791195,8.1256719528561
2015-06-02,4.71459279218309,4.96744077113562,5.2209328131518,6.04113333366193,6.833806078134399,7.46407262707522,8.20680369796617
2015-06-03,4.71460862615984,4.98410223686695,5.25597624171641,6.0764728298913,6.87973080978763,7.50648571667533,8.2559383408862
2015-06-04,4.69581763307276,4.9697155836287195,5.24813104175624,6.08875029789862,6.90032668083537,7.5340477237652,8.270774030660121
2015-06-05,4.67039316662931,4.9629121751722804,5.26107964149981,6.12175045592947,7.008212063253071,7.581639572450211,8.33569047503447
2015-06-09,4.6320810723102905,4.930510411994811,5.23387494204901,6.11360656036691,7.01391467740203,7.58897358816339,8.35373450380085
2015-06-10,4.59181177698803,4.8967290964839,5.2065864366848595,6.07355878809372,7.0289622123432,7.60850593692264,8.3271626727151
2015-06-11,4.60341153290258,4.91528938367295,5.23109924330473,6.1050559643001305,7.03696875990064,7.62294778852544,8.353504420660201
2015-06-12,4.55815429475784,4.88417684544817,5.2135999978034,6.0891963569285,7.02982695727646,7.6119317831600695,8.34927120278558
2015-06-16,4.537389019581091,4.87522784736542,5.21306667514976,6.12229468928667,6.997975899817501,7.61022097787812,8.37353930207349
2015-06-17,4.5885760015088,4.942044320251171,5.29551263899354,6.20191148817664,7.1051039056995,7.73716457101175,8.47175488975804
2015-06-18,4.56365569258623,4.906920972344389,5.25018625210255,6.200146340883459,7.067243629558551,7.6855155043489,8.4570204551517
2015-06-19,4.54497873228777,4.8922743461465,5.23956996000523,6.18221391804554,7.067876883616419,7.67782492860076,8.47188205672257
2015-06-22,4.56089931642785,4.90918236266375,5.25746540889965,6.19467673188723,7.044428392149251,7.714212259990299,8.46292602775873
2015-06-23,4.57354160844948,4.91467061415855,5.25579961986761,6.20276412483939,7.04744374431517,7.720553950100791,8.47722733870383
2015-06-24,4.579319629442289,4.92637466948075,5.27342970951922,6.21542779410849,7.05061725968977,7.75707481224477,8.48616139471707
2015-06-25,4.58943484327855,4.9398287372859,5.2902226312932505,6.2763572468552,6.9229694487248,7.8491322779398605,8.57604020244168
2015-06-26,4.601066524791579,4.9725811960777095,5.34409586736384,6.36161899872891,7.16135983889196,7.90342865643747,8.656893044490669
2015-06-30,4.60417826523153,4.95793235019942,5.31168643516731,6.31471714697416,7.12591986339325,7.84987578099713,8.58871793507336
2015-07-01,4.61635349724619,4.97068692137123,5.32502034549627,6.34482871099579,7.18513394786028,7.91213770033969,8.63049895473372
2015-07-02,4.68260167545475,5.02482284565373,5.3670440158526995,6.335462695144289,7.16409415772464,7.908044733323099,8.63122047590043
2015-07-03,4.69655466286417,5.068622097926649,5.44068953298913,6.375016441556911,7.14436870028659,7.9215421885799,8.642596972628459
2015-07-06,4.67629759724854,5.08007228314099,5.48384696903345,6.38981478558892,7.1857936847294,7.87157962091589,8.588451789177649
2015-07-07,4.62573474825042,5.0477983068396,5.469861865428769,6.38011708979674,7.11898472220588,7.91218304150373,8.61971768437288
2015-07-08,4.58213077720257,5.00239478501647,5.42265879283037,6.36629772421272,7.14412126700488,7.94957973397208,8.65693908965446
2015-07-09,4.57857399026143,4.98036321633453,5.38215244240763,6.35759246664558,7.13448419580718,7.91359970117507,8.63548990082313
2015-07-10,4.586912557005371,4.98728264008593,5.3876527231665,6.36441442395094,7.13512995593656,7.82882239570601,8.7355761601056
2015-07-13,4.59371973832649,4.98737756774292,5.38103539715934,6.349026119699531,7.15044022282655,7.97563072990234,8.7106485767945
2015-07-14,4.58112682939948,4.97255532619237,5.36398382298525,6.34547348989873,7.149044936021539,7.936073174001381,8.6527605988049
2015-07-15,4.57736955059763,4.97207502163198,5.36678049266633,6.3518858754735605,7.14264632937718,7.9113801058265,8.64764238528344
2015-07-16,4.56869236048646,4.95201479089925,5.33533722131204,6.33518466902287,6.954201264055369,7.900025809732971,8.64017636744098
2015-07-17,4.55851699405725,4.94330798313799,5.328098972218729,6.3559681974682,6.974760226566951,7.77361717675339,8.679024862247001
2015-07-21,4.57153584118719,4.9543379649069,5.3371400886266,6.37220631576004,7.123524877704181,7.951900328748381,8.66250300417476
2015-07-22,4.57647845605458,4.93764749363471,5.298816531214849,6.3237516646518905,7.13192105661917,7.852294057283631,8.56370738183217
2015-07-23,4.60073305248186,4.9549986690162795,5.3092642855507,6.24671029743432,6.99653007125404,7.75049909341697,8.53794499954806
2015-07-24,4.69258943389856,5.02018859883163,5.3477877637647,6.29651918876724,7.13794417411588,7.8303915118450504,8.61522231639037
2015-07-27,4.70791349833354,5.04599524111007,5.384076983886589,6.335000163453699,7.031745983981461,7.84384045621052,8.60940102231749
2015-07-28,4.696150352496121,5.03404423496968,5.3719381174432295,6.34337079088875,7.07251741254017,7.81654989017244,8.61676819756833
2015-07-29,4.68271397839649,5.02875958766197,5.37480519692745,6.32486484410745,7.02782173071099,7.785440563419329,8.55705266711357
2015-07-30,4.66577605767176,5.02523999751823,5.3847039373647005,6.31459313670322,6.88895456163521,7.78843618504096,8.57332476699049
2015-07-31,4.65207167388263,5.019719360670679,5.38736704745873,6.30608239228556,7.00480294021944,7.77735395928731,8.577369044775569
2015-08-03,4.8126052309193295,5.172424533269989,5.53224383562065,6.41461639618193,7.03349718508531,7.857149823105381,8.68622016813873
2015-08-04,4.91003652905325,5.2502029439817,5.59036935891015,6.4376359310619,7.04779984947943,7.873729623921601,8.66559082157161
2015-08-05,5.00278954549556,5.33828058550901,5.67377162552245,6.5346420839378405,7.129298551571379,7.91334339879734,8.71582967811181
2015-08-06,5.0669068570830404,5.42076474503815,5.77462263299326,6.61559486699757,7.18735668184096,7.951107319984881,8.75662069437357
2015-08-10,5.0639792395043,5.42489789271223,5.78581654592017,6.63656238464746,7.18022872048998,7.96235186779967,8.80007400228284
2015-08-11,5.03947255922898,5.38576276169691,5.73205296416483,6.61356461221925,7.12661248140571,7.92628021684186,8.77555429651834
2015-08-12,5.0194548388317894,5.33882682461952,5.65819881040725,6.53652355748251,7.112137424557539,7.883407467391231,8.757185882838101
2015-08-13,5.0277331015412905,5.370380066317789,5.7130270310943,6.578914143212081,7.18375659848641,7.9418663976460895,8.82547521597359
2015-08-14,5.00356901837901,5.3688277386482,5.7340864589174,6.6304891093522595,7.138858247209249,7.95127138131788,8.84429684426887
2015-08-18,5.06144820485198,5.43185836073778,5.80226851662359,6.64577417544059,7.209419130460221,7.95449052353322,8.830298608745
2015-08-19,5.06532248174846,5.42884194606897,5.79236141038948,6.6154772609300805,7.20592699414762,7.93491366786323,8.83153849257278
2015-08-20,5.0673864897411605,5.42719107654911,5.78699566335706,6.61900428636524,7.140912985714119,7.943036549117211,8.817460231489491
2015-08-21,5.1683458409098595,5.54441404432745,5.92048224774504,6.78044143131134,7.32286721704845,8.11937461031675,9.01948532632156
2015-08-24,5.17742140144754,5.596459000962009,6.01549660047647,6.86757762561642,7.57428761562305,8.292287354784671,9.27673277004617
2015-08-25,5.13605142104398,5.5519110830311895,5.96777074501839,6.8686881688166,7.50313245625292,8.23770757117161,9.28359391308005
2015-08-26,5.19101714199187,5.62118001918574,6.0513428963796,6.9636885604503,7.694200526706629,8.39016562112652,9.45838771702798
2015-08-27,5.161485772665101,5.5886777953072,6.01586981794929,6.941022012415909,7.52091688754057,8.320519608332381,9.309255835893861
2015-08-28,5.10138163656496,5.54973282060624,5.99808400464751,6.92487620334518,7.5230083073809695,8.27260129494131,9.31349660030975
2015-08-31,5.10129163717127,5.53124113819833,5.96119063922539,6.933868456703079,7.56164121770775,8.3159050862969,9.30829385694226
2015-09-01,5.09809473165045,5.52063683484272,5.943178938035,6.930494200523089,7.562131903617971,8.40182883449974,9.40708234113415
2015-09-02,5.24062659620292,5.66997385500701,6.09932111381111,7.07728041137341,7.64209222874052,8.51951879182324,9.54647392862649
2015-09-03,5.223049338407771,5.66278794812453,6.102526557841291,7.061574440988549,7.6005844528900095,8.51536054545777,9.55902905201394
2015-09-04,5.2651493279910495,5.71737514797967,6.16960096796829,7.039917202861,7.60068939337145,8.42747596266272,9.47294988143538
2015-09-07,5.44658369075638,5.91375606054125,6.3809284303261204,7.307841846764659,7.865482300337261,8.69439691804539,9.697393368018881
2015-09-08,5.51473476253289,5.97325048657413,6.431766210615381,7.35228851039744,7.91070806534454,8.74704134426743,9.854154787675359
2015-09-09,5.46627034811064,5.93334018945295,6.4004100307952605,7.3115405643067,7.967335321711939,8.69858475208066,9.83993344271261
2015-09-10,5.43368083218309,5.91946131696345,6.405241801743811,7.272686945792831,7.819110739387949,8.63961625833759,9.744586244717519
2015-09-11,5.3706307898496,5.8515075627164,6.33238433558319,7.24033707687331,7.76514223109739,8.57537273754407,9.64947587092681
2015-09-14,5.35222052762049,5.83339477111192,6.314569014603349,7.251263918366909,7.800223278858801,8.670386947062319,9.74481399458379
2015-09-15,5.45590430772541,5.91365140365335,6.3713984995813,7.31285603631938,7.789278779977191,8.70756228208348,9.82830837332278
2015-09-16,5.4417322080386,5.88703855147084,6.332344894903071,7.288224013590599,7.80091580331371,8.585846832888059,9.67253089175519
2015-09-17,5.469365595822049,5.88763865142116,6.30591170702027,7.204801748465401,7.758913229674739,8.51900625147502,9.57613096948547
2015-09-18,5.39852485383447,5.7883755590963695,6.17822626435827,7.050773048511861,7.552516581436749,8.32376852278429,9.33943529169256
2015-09-21,5.36380695042775,5.70568391379068,6.0475608771536,7.06641292572886,7.58101291538945,8.55463234194539,9.28972349191722
2015-09-22,5.44114577949121,5.80742423727646,6.17370269506171,7.13813843797866,7.662340494865701,8.452982582780031,9.40753557623441
2015-09-23,5.44897766490488,5.80918157469453,6.16938548448418,7.148249868883361,7.703872954255619,8.452323734510161,9.42826703306355
2015-09-24,5.47416516555173,5.86163209588861,6.2490990262255,7.27279149479344,7.821286567962001,8.64583221804037,9.54301100270068
2015-09-25,5.42289942115616,5.79736865608273,6.1718378910093,7.16213605534764,7.6950767247684695,8.47590277795605,9.46034256206431
2015-09-28,5.59621084379621,6.01561538833817,6.43501993288014,7.3627801572827405,7.878239745055341,8.61615384540249,9.723969195611511
2015-09-29,5.7757860831113,6.1669046970433,6.5580233109753,7.464234334811019,7.956767830405901,8.680145895603571,9.76921970733771
2015-09-30,5.77596834625273,6.16081287736238,6.545657408472031,7.46042121765988,7.93600221860728,8.63670335237915,9.62971537345309
2015-10-01,5.7945927111227205,6.18127320614251,6.567953701162301,7.38701527769957,7.7915911523013595,8.51516332728862,9.49910592699758
2015-10-02,5.78385735178926,6.14943725139349,6.51501715099771,7.3225732016703,7.72902133885494,8.403324300060829,9.39171268216092
2015-10-05,5.76738150041213,6.11442632592361,6.46147115143509,7.19105975873495,7.54927955233014,8.22711166483768,9.12295198249212
2015-10-06,5.8402408790543,6.22247910859232,6.604717338130341,7.27131222357983,7.59713179882153,8.24464963022218,9.106013846469601
2015-10-07,5.7545427837711705,6.14801224322436,6.54148170267755,7.15843031329307,7.548442375163971,8.13542841467893,9.08919207384792
2015-10-08,5.7294736051032,6.13743916310244,6.54540472110168,7.192037254710989,7.53720276385618,8.14117616560511,9.129594129662461
2015-10-09,5.719694503991,6.10773267189082,6.495770839790641,7.1311616471414,7.49989505434889,8.07026589984037,8.93434880185058
2015-10-13,5.72038570487881,6.09592896833305,6.47147223178729,7.15727582945354,7.59108244643127,8.1863980591189,9.0887707876036
2015-10-14,5.64560529859111,6.05039975946028,6.4551942203294495,7.1537947694321495,7.59666253661178,8.16055757600198,9.04137289711119
2015-10-15,5.59404175871068,6.0125438413390295,6.431045923967369,7.07102356262061,7.50974246934743,8.08388272580397,8.90690606894404
2015-10-16,5.572809416247329,5.998597025616379,6.42438463498543,7.037947879003981,7.45972985794445,8.0559815248476,8.91203948811411
2015-10-19,5.64843747092368,6.10048388655171,6.552530302179741,7.18164338791628,7.61846686844037,8.141511818590109,8.95958185839041
2015-10-20,5.65930262234842,6.11556433109155,6.57182603983468,7.23316436636755,7.629828607418331,8.22857507915146,9.02026698726236
2015-10-21,5.63726757465344,6.10225651554178,6.567245456430131,7.2426244998859,7.64649085049973,8.179059247128539,8.86600465035478
2015-10-22,5.63204617346603,6.0808286585782705,6.52961114369052,7.188825383036231,7.54084113660937,8.07499446485518,8.87031775435953
2015-10-23,5.63580543576282,6.09586551202837,6.55592558829393,7.1925748756759305,7.53153757321145,8.03993249443237,8.90036249700148
2015-10-26,5.62871609746536,6.08534342627257,6.54197075507977,7.22697081308558,7.60727156892206,8.073467615456691,8.840042758392649
2015-10-27,5.64406204041849,6.10990413645646,6.57574623249442,7.2481719440992105,7.63949637245888,8.10289627604692,8.99720898887802
2015-10-28,5.546874221094599,6.03955880733099,6.53224339356738,7.20228118494193,7.6118883951478296,8.169859150638551,8.8742251384266
2015-10-29,5.56840981141646,6.06812549938267,6.56784118734888,7.228270788656769,7.644293875347071,8.17034182709004,8.92746906435872
2015-10-30,5.53713246631042,6.0591670480395,6.58120162976859,7.21913170715311,7.67422537920701,8.15214699681186,8.9654673535928
2015-11-03,5.76551487562421,6.25145942490086,6.73740397417751,7.29916009391514,7.6811078025629795,8.1462862532865,9.01070079671865
2015-11-04,5.72418127850835,6.21780096363249,6.71142064875662,7.2640543710251,7.59604276506565,8.06058426932366,8.83415807156054
2015-11-05,5.8061411815482895,6.286581727729219,6.76702227391014,7.3364013595243405,7.67464091726167,8.12683313226556,8.87424018396982
2015-11-06,5.83963726499288,6.3371707142042,6.834704163415529,7.4040281179848595,7.768069684648669,8.19542877492219,8.92239420791003
2015-11-09,5.874917515864389,6.338306429499941,6.8016953431355,7.407148587618841,7.83817013916618,8.25636623717213,9.01875250041113
2015-11-10,5.82399677195092,6.25651334682739,6.68902992170385,7.38155898900596,7.847161512127469,8.32461087046916,9.141093426896731
2015-11-11,5.76823258917592,6.221182812055471,6.67413303493503,7.41115916699618,7.86972236373462,8.41697878528614,9.32158141675021
2015-11-12,5.83104645074624,6.285654448336531,6.74026244592682,7.45690822065368,7.983580966270081,8.47298906623099,9.33242674182193
2015-11-13,5.83467320883327,6.2960062731432895,6.75733933745331,7.509678103052379,8.02425951827841,8.45539230824922,9.41475094883922
2015-11-17,5.8124351535953,6.290764823786541,6.769094493977789,7.47684738437788,8.01260014466024,8.401927804052441,9.33211915339224
2015-11-18,5.83028131972664,6.33712924951288,6.8439771792991095,7.58101096114029,8.11460841788931,8.51898705961183,9.43418059682408
2015-11-19,5.8453464422457895,6.34601142166228,6.846676401078761,7.551804468908201,8.11266803623143,8.504850940655121,9.47385205669527
2015-11-20,5.85596311801581,6.3664159322968095,6.87686874657781,7.54854886559766,8.07841061700854,8.47834841163736,9.4436641151568
2015-11-23,5.85987772024942,6.421558821993011,6.9828172022057,7.63352056427144,8.14138213965949,8.50507941137691,9.49656864426579
2015-11-24,5.88538423814081,6.43625284667579,6.9863361650201,7.6263231131698195,8.131889674812411,8.52567926033913,9.513727813968991
2015-11-25,5.9658872866323005,6.488386337044159,7.00988905787293,7.63664736432056,8.13372602121002,8.61215439292637,9.55137002011005
